batch_number,gets,puts,get_ratio,put_ratio
3049,9916,0,1.0,0.0
3050,9949,0,1.0,0.0
3051,9944,0,1.0,0.0
3052,9948,0,1.0,0.0
3053,9900,0,1.0,0.0
3054,9944,0,1.0,0.0
3055,9936,0,1.0,0.0
3056,9946,0,1.0,0.0
3057,9872,0,1.0,0.0
3058,9943,0,1.0,0.0
3059,9957,0,1.0,0.0
3060,9934,0,1.0,0.0
3061,9938,0,1.0,0.0
3062,9954,0,1.0,0.0
3063,9936,0,1.0,0.0
3064,9967,0,1.0,0.0
3065,9923,0,1.0,0.0
3066,9929,0,1.0,0.0
3067,9869,0,1.0,0.0
3068,9950,0,1.0,0.0
3069,9924,0,1.0,0.0
3070,9925,0,1.0,0.0
3071,9937,0,1.0,0.0
3072,9931,0,1.0,0.0
3073,9941,0,1.0,0.0
3074,9937,0,1.0,0.0
3075,9906,0,1.0,0.0
3076,9900,0,1.0,0.0
3077,9945,0,1.0,0.0
3078,9963,0,1.0,0.0
3079,9950,0,1.0,0.0
3080,9897,0,1.0,0.0
3081,9917,0,1.0,0.0
3082,9899,0,1.0,0.0
3083,9924,0,1.0,0.0
3084,9949,0,1.0,0.0
3085,9935,0,1.0,0.0
3086,9948,0,1.0,0.0
3087,9930,0,1.0,0.0
3088,9912,0,1.0,0.0
3089,9940,0,1.0,0.0
3090,9950,0,1.0,0.0
3091,9952,0,1.0,0.0
3092,9935,0,1.0,0.0
3093,9936,0,1.0,0.0
3094,9934,0,1.0,0.0
3095,9923,0,1.0,0.0
3096,9895,0,1.0,0.0
3097,9928,0,1.0,0.0
3098,9944,0,1.0,0.0
3099,9963,0,1.0,0.0
3100,9880,0,1.0,0.0
3101,9929,0,1.0,0.0
3102,9922,0,1.0,0.0
3103,9957,0,1.0,0.0
3104,9907,0,1.0,0.0
3105,9954,0,1.0,0.0
3106,9923,0,1.0,0.0
3107,9942,0,1.0,0.0
3108,9959,0,1.0,0.0
3109,9924,0,1.0,0.0
3110,9932,0,1.0,0.0
3111,9966,0,1.0,0.0
3112,9909,0,1.0,0.0
3113,9930,0,1.0,0.0
3114,9934,0,1.0,0.0
3115,9952,0,1.0,0.0
3116,9935,0,1.0,0.0
3117,9942,0,1.0,0.0
3118,9940,0,1.0,0.0
3119,9906,0,1.0,0.0
3120,9940,0,1.0,0.0
3121,9953,0,1.0,0.0
3122,9972,0,1.0,0.0
3123,9934,0,1.0,0.0
3124,9911,0,1.0,0.0
3125,9912,0,1.0,0.0
3126,9946,0,1.0,0.0
3127,9935,0,1.0,0.0
3128,9946,0,1.0,0.0
3129,9953,0,1.0,0.0
3130,9952,0,1.0,0.0
3131,9907,0,1.0,0.0
3132,9937,0,1.0,0.0
3133,9948,0,1.0,0.0
3134,9935,0,1.0,0.0
3135,9961,0,1.0,0.0
3136,9919,0,1.0,0.0
3137,9941,0,1.0,0.0
3138,9964,0,1.0,0.0
3139,9923,0,1.0,0.0
3140,9938,0,1.0,0.0
3141,9953,0,1.0,0.0
3142,9944,0,1.0,0.0
3143,9942,0,1.0,0.0
3144,9874,0,1.0,0.0
3145,9935,0,1.0,0.0
3146,9955,0,1.0,0.0
3147,9940,0,1.0,0.0
3148,9954,0,1.0,0.0
3149,9933,0,1.0,0.0
3150,9948,0,1.0,0.0
3151,9948,0,1.0,0.0
3152,9960,0,1.0,0.0
3153,9951,0,1.0,0.0
3154,9936,0,1.0,0.0
3155,9928,0,1.0,0.0
3156,9928,0,1.0,0.0
3157,9935,0,1.0,0.0
3158,9926,0,1.0,0.0
3159,9954,0,1.0,0.0
3160,9924,0,1.0,0.0
3161,9942,0,1.0,0.0
3162,9930,0,1.0,0.0
3163,9947,0,1.0,0.0
3164,9959,0,1.0,0.0
3165,9923,0,1.0,0.0
3166,9919,0,1.0,0.0
3167,9953,0,1.0,0.0
3168,9914,0,1.0,0.0
3169,9941,0,1.0,0.0
3170,9931,0,1.0,0.0
3171,9940,0,1.0,0.0
3172,9961,0,1.0,0.0
3173,9948,0,1.0,0.0
3174,9949,0,1.0,0.0
3175,9955,0,1.0,0.0
3176,9953,0,1.0,0.0
3177,9944,0,1.0,0.0
3178,9926,0,1.0,0.0
3179,9904,0,1.0,0.0
3180,9955,0,1.0,0.0
3181,9944,0,1.0,0.0
3182,9940,0,1.0,0.0
3183,9928,0,1.0,0.0
3184,9955,0,1.0,0.0
3185,9926,0,1.0,0.0
3186,9944,0,1.0,0.0
3187,9929,0,1.0,0.0
3188,9945,0,1.0,0.0
3189,9939,0,1.0,0.0
3190,9883,0,1.0,0.0
3191,9924,0,1.0,0.0
3192,9938,0,1.0,0.0
3193,9955,0,1.0,0.0
3194,9920,0,1.0,0.0
3195,9936,0,1.0,0.0
3196,9941,0,1.0,0.0
3197,9930,0,1.0,0.0
3198,9960,0,1.0,0.0
3199,9923,0,1.0,0.0
3200,9871,0,1.0,0.0
3201,9907,0,1.0,0.0
3202,9897,0,1.0,0.0
3203,9900,0,1.0,0.0
3204,9901,0,1.0,0.0
3205,9930,0,1.0,0.0
3206,9893,0,1.0,0.0
3207,9872,0,1.0,0.0
3208,9949,0,1.0,0.0
3209,9907,0,1.0,0.0
3210,9920,0,1.0,0.0
3211,9924,0,1.0,0.0
3212,9923,0,1.0,0.0
3213,9943,0,1.0,0.0
3214,9931,0,1.0,0.0
3215,9923,0,1.0,0.0
3216,9920,0,1.0,0.0
3217,9874,0,1.0,0.0
3218,9902,0,1.0,0.0
3219,9931,0,1.0,0.0
3220,9925,0,1.0,0.0
3221,9919,0,1.0,0.0
3222,9924,0,1.0,0.0
3223,9922,0,1.0,0.0
3224,9960,0,1.0,0.0
3225,9914,0,1.0,0.0
3226,9964,0,1.0,0.0
3227,9931,0,1.0,0.0
3228,9900,0,1.0,0.0
3229,9949,0,1.0,0.0
3230,9948,0,1.0,0.0
3231,9920,0,1.0,0.0
3232,9931,0,1.0,0.0
3233,9943,0,1.0,0.0
3234,9932,0,1.0,0.0
3235,9943,0,1.0,0.0
3236,9948,0,1.0,0.0
3237,9919,0,1.0,0.0
3238,9934,0,1.0,0.0
3239,9927,0,1.0,0.0
3240,9887,0,1.0,0.0
3241,9938,0,1.0,0.0
3242,9942,0,1.0,0.0
3243,9922,0,1.0,0.0
3244,9921,0,1.0,0.0
3245,9927,0,1.0,0.0
3246,9947,0,1.0,0.0
3247,9901,0,1.0,0.0
3248,9954,0,1.0,0.0
3249,9951,0,1.0,0.0
3250,9937,0,1.0,0.0
3251,9933,0,1.0,0.0
3252,9953,0,1.0,0.0
3253,9925,0,1.0,0.0
3254,9929,0,1.0,0.0
3255,9953,0,1.0,0.0
3256,9958,0,1.0,0.0
3257,9905,0,1.0,0.0
3258,9932,0,1.0,0.0
3259,9939,0,1.0,0.0
3260,9965,0,1.0,0.0
3261,9941,0,1.0,0.0
3262,9954,0,1.0,0.0
3263,9957,0,1.0,0.0
3264,9948,0,1.0,0.0
3265,9940,0,1.0,0.0
3266,9958,0,1.0,0.0
3267,9950,0,1.0,0.0
3268,9956,0,1.0,0.0
3269,9964,0,1.0,0.0
3270,9939,0,1.0,0.0
3271,9951,0,1.0,0.0
3272,9893,0,1.0,0.0
3273,9906,0,1.0,0.0
3274,9948,0,1.0,0.0
3275,9929,0,1.0,0.0
3276,9934,0,1.0,0.0
3277,9927,0,1.0,0.0
3278,9942,0,1.0,0.0
3279,9943,0,1.0,0.0
3280,9948,0,1.0,0.0
3281,9923,0,1.0,0.0
3282,9825,0,1.0,0.0
3283,9905,0,1.0,0.0
3284,9899,0,1.0,0.0
3285,9939,0,1.0,0.0
3286,9928,0,1.0,0.0
3287,9946,0,1.0,0.0
3288,9941,0,1.0,0.0
3289,9942,0,1.0,0.0
3290,9946,0,1.0,0.0
3291,9925,0,1.0,0.0
3292,9939,0,1.0,0.0
3293,9935,0,1.0,0.0
3294,9942,0,1.0,0.0
3295,9942,0,1.0,0.0
3296,9887,0,1.0,0.0
3297,9931,0,1.0,0.0
3298,9915,0,1.0,0.0
3299,9951,0,1.0,0.0
3300,9931,0,1.0,0.0
3301,9945,0,1.0,0.0
3302,9955,0,1.0,0.0
3303,9911,0,1.0,0.0
3304,9913,0,1.0,0.0
3305,9939,0,1.0,0.0
3306,9940,0,1.0,0.0
3307,9926,0,1.0,0.0
3308,9947,0,1.0,0.0
3309,9937,0,1.0,0.0
3310,9899,0,1.0,0.0
3311,9937,0,1.0,0.0
3312,9939,0,1.0,0.0
3313,9894,0,1.0,0.0
3314,9963,0,1.0,0.0
3315,9917,0,1.0,0.0
3316,9920,0,1.0,0.0
3317,9899,0,1.0,0.0
3318,9904,0,1.0,0.0
3319,9949,0,1.0,0.0
3320,9967,0,1.0,0.0
3321,9941,0,1.0,0.0
3322,9953,0,1.0,0.0
3323,9944,0,1.0,0.0
3324,9914,0,1.0,0.0
3325,9962,0,1.0,0.0
3326,9947,0,1.0,0.0
3327,9943,0,1.0,0.0
3328,9916,0,1.0,0.0
3329,9937,0,1.0,0.0
3330,9947,0,1.0,0.0
3331,9944,0,1.0,0.0
3332,9886,0,1.0,0.0
3333,9942,0,1.0,0.0
3334,9949,0,1.0,0.0
3335,9950,0,1.0,0.0
3336,9932,0,1.0,0.0
3337,9931,0,1.0,0.0
3338,9949,0,1.0,0.0
3339,9961,0,1.0,0.0
3340,9852,0,1.0,0.0
3341,9928,0,1.0,0.0
3342,9932,0,1.0,0.0
3343,9923,0,1.0,0.0
3344,9912,0,1.0,0.0
3345,9955,0,1.0,0.0
3346,9924,0,1.0,0.0
3347,9930,0,1.0,0.0
3348,9942,0,1.0,0.0
3349,9947,0,1.0,0.0
3350,9947,0,1.0,0.0
3351,9953,0,1.0,0.0
3352,9936,0,1.0,0.0
3353,9950,0,1.0,0.0
3354,9948,0,1.0,0.0
3355,9864,0,1.0,0.0
3356,9941,0,1.0,0.0
3357,9957,0,1.0,0.0
3358,9948,0,1.0,0.0
3359,9939,0,1.0,0.0
3360,9946,0,1.0,0.0
3361,9947,0,1.0,0.0
3362,9932,0,1.0,0.0
3363,9939,0,1.0,0.0
3364,9957,0,1.0,0.0
3365,9958,0,1.0,0.0
3366,9929,0,1.0,0.0
3367,9937,0,1.0,0.0
3368,9931,0,1.0,0.0
3369,9950,0,1.0,0.0
3370,9924,0,1.0,0.0
3371,9949,0,1.0,0.0
3372,9922,0,1.0,0.0
3373,9846,0,1.0,0.0
3374,9938,0,1.0,0.0
3375,9936,0,1.0,0.0
3376,9937,0,1.0,0.0
3377,9949,0,1.0,0.0
3378,9962,0,1.0,0.0
3379,9944,0,1.0,0.0
3380,9891,0,1.0,0.0
3381,9912,0,1.0,0.0
3382,9931,0,1.0,0.0
3383,9952,0,1.0,0.0
3384,9944,0,1.0,0.0
3385,9949,0,1.0,0.0
3386,9947,0,1.0,0.0
3387,9934,0,1.0,0.0
3388,9941,0,1.0,0.0
3389,9966,0,1.0,0.0
3390,9952,0,1.0,0.0
3391,9947,0,1.0,0.0
3392,9925,0,1.0,0.0
3393,9940,0,1.0,0.0
3394,9947,0,1.0,0.0
3395,9933,0,1.0,0.0
3396,9930,0,1.0,0.0
3397,9926,0,1.0,0.0
3398,9905,0,1.0,0.0
3399,9923,0,1.0,0.0
3400,9909,0,1.0,0.0
3401,9925,0,1.0,0.0
3402,9962,0,1.0,0.0
3403,9955,0,1.0,0.0
3404,9964,0,1.0,0.0
3405,9882,0,1.0,0.0
3406,9930,0,1.0,0.0
3407,9888,0,1.0,0.0
3408,9914,0,1.0,0.0
3409,9955,0,1.0,0.0
3410,9910,0,1.0,0.0
3411,9948,0,1.0,0.0
3412,9945,0,1.0,0.0
3413,9946,0,1.0,0.0
3414,9949,0,1.0,0.0
3415,9928,0,1.0,0.0
3416,9946,0,1.0,0.0
3417,9949,0,1.0,0.0
3418,9940,0,1.0,0.0
3419,9959,0,1.0,0.0
3420,9947,0,1.0,0.0
3421,9932,0,1.0,0.0
3422,9961,0,1.0,0.0
3423,9896,0,1.0,0.0
3424,9944,0,1.0,0.0
3425,9938,0,1.0,0.0
3426,9914,0,1.0,0.0
3427,9931,0,1.0,0.0
3428,9944,0,1.0,0.0
3429,9937,0,1.0,0.0
3430,9932,0,1.0,0.0
3431,9928,0,1.0,0.0
3432,9948,0,1.0,0.0
3433,9934,0,1.0,0.0
3434,9902,0,1.0,0.0
3435,9942,0,1.0,0.0
3436,9930,0,1.0,0.0
3437,9967,0,1.0,0.0
3438,9951,0,1.0,0.0
3439,9975,0,1.0,0.0
3440,9950,0,1.0,0.0
3441,9950,0,1.0,0.0
3442,9953,0,1.0,0.0
3443,9943,0,1.0,0.0
3444,9945,0,1.0,0.0
3445,9950,0,1.0,0.0
3446,9921,0,1.0,0.0
3447,9936,0,1.0,0.0
3448,9928,0,1.0,0.0
3449,9951,0,1.0,0.0
3450,9924,0,1.0,0.0
3451,9958,0,1.0,0.0
3452,9942,0,1.0,0.0
3453,9925,0,1.0,0.0
3454,9865,0,1.0,0.0
3455,9935,0,1.0,0.0
3456,9949,0,1.0,0.0
3457,9935,0,1.0,0.0
3458,9947,0,1.0,0.0
3459,9904,0,1.0,0.0
3460,9935,0,1.0,0.0
3461,9945,0,1.0,0.0
3462,9936,0,1.0,0.0
3463,9894,0,1.0,0.0
3464,9932,0,1.0,0.0
3465,9939,0,1.0,0.0
3466,9936,0,1.0,0.0
3467,9939,0,1.0,0.0
3468,9937,0,1.0,0.0
3469,9907,0,1.0,0.0
3470,9947,0,1.0,0.0
3471,9955,0,1.0,0.0
3472,9943,0,1.0,0.0
3473,9891,0,1.0,0.0
3474,9877,0,1.0,0.0
3475,9936,0,1.0,0.0
3476,9916,0,1.0,0.0
3477,9848,0,1.0,0.0
3478,9901,0,1.0,0.0
3479,9931,0,1.0,0.0
3480,9907,0,1.0,0.0
3481,9938,0,1.0,0.0
3482,9897,0,1.0,0.0
3483,9936,0,1.0,0.0
3484,9937,0,1.0,0.0
3485,9908,0,1.0,0.0
3486,9911,0,1.0,0.0
3487,9946,0,1.0,0.0
3488,9940,0,1.0,0.0
3489,9913,0,1.0,0.0
3490,9938,0,1.0,0.0
3491,9920,0,1.0,0.0
3492,9948,0,1.0,0.0
3493,9930,0,1.0,0.0
3494,9892,0,1.0,0.0
3495,9957,0,1.0,0.0
3496,9911,0,1.0,0.0
3497,9962,0,1.0,0.0
3498,9937,0,1.0,0.0
3499,9948,0,1.0,0.0
3500,9943,0,1.0,0.0
3501,9954,0,1.0,0.0
3502,9946,0,1.0,0.0
3503,9945,0,1.0,0.0
3504,9968,0,1.0,0.0
3505,9948,0,1.0,0.0
3506,9906,0,1.0,0.0
3507,9943,0,1.0,0.0
3508,9915,0,1.0,0.0
3509,9938,0,1.0,0.0
3510,9919,0,1.0,0.0
3511,9943,0,1.0,0.0
3512,9941,0,1.0,0.0
3513,9963,0,1.0,0.0
3514,9940,0,1.0,0.0
3515,9896,0,1.0,0.0
3516,9924,0,1.0,0.0
3517,9933,0,1.0,0.0
3518,9903,0,1.0,0.0
3519,9871,0,1.0,0.0
3520,9912,0,1.0,0.0
3521,9932,0,1.0,0.0
3522,9958,0,1.0,0.0
3523,9958,0,1.0,0.0
3524,9950,0,1.0,0.0
3525,9925,0,1.0,0.0
3526,9915,0,1.0,0.0
3527,9932,0,1.0,0.0
3528,9926,0,1.0,0.0
3529,9946,0,1.0,0.0
3530,9951,0,1.0,0.0
3531,9922,0,1.0,0.0
3532,9918,0,1.0,0.0
3533,9959,0,1.0,0.0
3534,9928,0,1.0,0.0
3535,9955,0,1.0,0.0
3536,9960,0,1.0,0.0
3537,9902,0,1.0,0.0
3538,9920,0,1.0,0.0
3539,9944,0,1.0,0.0
3540,9948,0,1.0,0.0
3541,9946,0,1.0,0.0
3542,9920,0,1.0,0.0
3543,9945,0,1.0,0.0
3544,9957,0,1.0,0.0
3545,9934,0,1.0,0.0
3546,9955,0,1.0,0.0
3547,9930,0,1.0,0.0
3548,9952,0,1.0,0.0
3549,9967,0,1.0,0.0
3550,9960,0,1.0,0.0
3551,9947,0,1.0,0.0
3552,9906,0,1.0,0.0
3553,9938,0,1.0,0.0
3554,9947,0,1.0,0.0
3555,9939,0,1.0,0.0
3556,9930,0,1.0,0.0
3557,9944,0,1.0,0.0
3558,9958,0,1.0,0.0
3559,9930,0,1.0,0.0
3560,9938,0,1.0,0.0
3561,9898,0,1.0,0.0
3562,9929,0,1.0,0.0
3563,9942,0,1.0,0.0
3564,9944,0,1.0,0.0
3565,9930,0,1.0,0.0
3566,9936,0,1.0,0.0
3567,9894,0,1.0,0.0
3568,9946,0,1.0,0.0
3569,9941,0,1.0,0.0
3570,9931,0,1.0,0.0
3571,9914,0,1.0,0.0
3572,9952,0,1.0,0.0
3573,9880,0,1.0,0.0
3574,9935,0,1.0,0.0
3575,9951,0,1.0,0.0
3576,9914,0,1.0,0.0
3577,9935,0,1.0,0.0
3578,9930,0,1.0,0.0
3579,9927,0,1.0,0.0
3580,9900,0,1.0,0.0
3581,9926,0,1.0,0.0
3582,9907,0,1.0,0.0
3583,9941,0,1.0,0.0
3584,9890,0,1.0,0.0
3585,9955,0,1.0,0.0
3586,9948,0,1.0,0.0
3587,9927,0,1.0,0.0
3588,9910,0,1.0,0.0
3589,9963,0,1.0,0.0
3590,9941,0,1.0,0.0
3591,9933,0,1.0,0.0
3592,9941,0,1.0,0.0
3593,9949,0,1.0,0.0
3594,9918,0,1.0,0.0
3595,9942,0,1.0,0.0
3596,9921,0,1.0,0.0
3597,9928,0,1.0,0.0
3598,9946,0,1.0,0.0
3599,9953,0,1.0,0.0
3600,9961,0,1.0,0.0
3601,9940,0,1.0,0.0
3602,9914,0,1.0,0.0
3603,9950,0,1.0,0.0
3604,9945,0,1.0,0.0
3605,9926,0,1.0,0.0
3606,9963,0,1.0,0.0
3607,9957,0,1.0,0.0
3608,9927,0,1.0,0.0
3609,9936,0,1.0,0.0
3610,9927,0,1.0,0.0
3611,9928,0,1.0,0.0
3612,9929,0,1.0,0.0
3613,9949,0,1.0,0.0
3614,9936,0,1.0,0.0
3615,9949,0,1.0,0.0
3616,9945,0,1.0,0.0
3617,9916,0,1.0,0.0
3618,9956,0,1.0,0.0
3619,9909,0,1.0,0.0
3620,9943,0,1.0,0.0
3621,9959,0,1.0,0.0
3622,9946,0,1.0,0.0
3623,9965,0,1.0,0.0
3624,9918,0,1.0,0.0
3625,9950,0,1.0,0.0
3626,9959,0,1.0,0.0
3627,9939,0,1.0,0.0
3628,9931,0,1.0,0.0
3629,9949,0,1.0,0.0
3630,9936,0,1.0,0.0
3631,9970,0,1.0,0.0
3632,9906,0,1.0,0.0
3633,9878,0,1.0,0.0
3634,9939,0,1.0,0.0
3635,9945,0,1.0,0.0
3636,9961,0,1.0,0.0
3637,9931,0,1.0,0.0
3638,9929,0,1.0,0.0
3639,9939,0,1.0,0.0
3640,9950,0,1.0,0.0
3641,9908,0,1.0,0.0
3642,9944,0,1.0,0.0
3643,9949,0,1.0,0.0
3644,9942,0,1.0,0.0
3645,9922,0,1.0,0.0
3646,9940,0,1.0,0.0
3647,9949,0,1.0,0.0
3648,9921,0,1.0,0.0
3649,9936,0,1.0,0.0
3650,9956,0,1.0,0.0
3651,9934,0,1.0,0.0
3652,9937,0,1.0,0.0
3653,9935,0,1.0,0.0
3654,9891,0,1.0,0.0
3655,9922,0,1.0,0.0
3656,9961,0,1.0,0.0
3657,9931,0,1.0,0.0
3658,9932,0,1.0,0.0
3659,9946,0,1.0,0.0
3660,9939,0,1.0,0.0
3661,9937,0,1.0,0.0
3662,9956,0,1.0,0.0
3663,9952,0,1.0,0.0
3664,9930,0,1.0,0.0
3665,9956,0,1.0,0.0
3666,9949,0,1.0,0.0
3667,9943,0,1.0,0.0
3668,9935,0,1.0,0.0
3669,9929,0,1.0,0.0
3670,9958,0,1.0,0.0
3671,9952,0,1.0,0.0
3672,9918,0,1.0,0.0
3673,9940,0,1.0,0.0
3674,9956,0,1.0,0.0
3675,9946,0,1.0,0.0
3676,9945,0,1.0,0.0
3677,9894,0,1.0,0.0
3678,9940,0,1.0,0.0
3679,9923,0,1.0,0.0
3680,9945,0,1.0,0.0
3681,9956,0,1.0,0.0
3682,9951,0,1.0,0.0
3683,9939,0,1.0,0.0
3684,9945,0,1.0,0.0
3685,9954,0,1.0,0.0
3686,9965,0,1.0,0.0
3687,9913,0,1.0,0.0
3688,9927,0,1.0,0.0
3689,9957,0,1.0,0.0
3690,9936,0,1.0,0.0
3691,9894,0,1.0,0.0
3692,9910,0,1.0,0.0
3693,9908,0,1.0,0.0
3694,9941,0,1.0,0.0
3695,9916,0,1.0,0.0
3696,9928,0,1.0,0.0
3697,9925,0,1.0,0.0
3698,9943,0,1.0,0.0
3699,9912,0,1.0,0.0
3700,9930,0,1.0,0.0
3701,9935,0,1.0,0.0
3702,9947,0,1.0,0.0
3703,9951,0,1.0,0.0
3704,9953,0,1.0,0.0
3705,9951,0,1.0,0.0
3706,9946,0,1.0,0.0
3707,9947,0,1.0,0.0
3708,9952,0,1.0,0.0
3709,9962,0,1.0,0.0
3710,9919,0,1.0,0.0
3711,9959,0,1.0,0.0
3712,9951,0,1.0,0.0
3713,9951,0,1.0,0.0
3714,9940,0,1.0,0.0
3715,9920,0,1.0,0.0
3716,9938,0,1.0,0.0
3717,9902,0,1.0,0.0
3718,9935,0,1.0,0.0
3719,9941,0,1.0,0.0
3720,9962,0,1.0,0.0
3721,9923,0,1.0,0.0
3722,9936,0,1.0,0.0
3723,9898,0,1.0,0.0
3724,9947,0,1.0,0.0
3725,9940,0,1.0,0.0
3726,9899,0,1.0,0.0
3727,9913,0,1.0,0.0
3728,9954,0,1.0,0.0
3729,9937,0,1.0,0.0
3730,9930,0,1.0,0.0
3731,9920,0,1.0,0.0
3732,9965,0,1.0,0.0
3733,9936,0,1.0,0.0
3734,9899,0,1.0,0.0
3735,9923,0,1.0,0.0
3736,9912,0,1.0,0.0
3737,9924,0,1.0,0.0
3738,9926,0,1.0,0.0
3739,9933,0,1.0,0.0
3740,9930,0,1.0,0.0
3741,9923,0,1.0,0.0
3742,9916,0,1.0,0.0
3743,9930,0,1.0,0.0
3744,9919,0,1.0,0.0
3745,9895,0,1.0,0.0
3746,9914,0,1.0,0.0
3747,9944,0,1.0,0.0
3748,9896,0,1.0,0.0
3749,9931,0,1.0,0.0
3750,9952,0,1.0,0.0
3751,9950,0,1.0,0.0
3752,9941,0,1.0,0.0
3753,9925,0,1.0,0.0
3754,9931,0,1.0,0.0
3755,9929,0,1.0,0.0
3756,9922,0,1.0,0.0
3757,9910,0,1.0,0.0
3758,9943,0,1.0,0.0
3759,9900,0,1.0,0.0
3760,9953,0,1.0,0.0
3761,9921,0,1.0,0.0
3762,9921,0,1.0,0.0
3763,9936,0,1.0,0.0
3764,9908,0,1.0,0.0
3765,9947,0,1.0,0.0
3766,9934,0,1.0,0.0
3767,9955,0,1.0,0.0
3768,9950,0,1.0,0.0
3769,9930,0,1.0,0.0
3770,9949,0,1.0,0.0
3771,9901,0,1.0,0.0
3772,9915,0,1.0,0.0
3773,9906,0,1.0,0.0
3774,9939,0,1.0,0.0
3775,9924,0,1.0,0.0
3776,9910,0,1.0,0.0
3777,9883,0,1.0,0.0
3778,9950,0,1.0,0.0
3779,9934,0,1.0,0.0
3780,9949,0,1.0,0.0
3781,9952,0,1.0,0.0
3782,9880,0,1.0,0.0
3783,9932,0,1.0,0.0
3784,9901,0,1.0,0.0
3785,9931,0,1.0,0.0
3786,9933,0,1.0,0.0
3787,9908,0,1.0,0.0
3788,9945,0,1.0,0.0
3789,9886,0,1.0,0.0
3790,9929,0,1.0,0.0
3791,9949,0,1.0,0.0
3792,9916,0,1.0,0.0
3793,9915,0,1.0,0.0
3794,9942,0,1.0,0.0
3795,9940,0,1.0,0.0
3796,9919,0,1.0,0.0
3797,9940,0,1.0,0.0
3798,9948,0,1.0,0.0
3799,9894,0,1.0,0.0
3800,9942,0,1.0,0.0
3801,9920,0,1.0,0.0
3802,9923,0,1.0,0.0
3803,9952,0,1.0,0.0
3804,9934,0,1.0,0.0
3805,9955,0,1.0,0.0
3806,9929,0,1.0,0.0
3807,9947,0,1.0,0.0
3808,9936,0,1.0,0.0
3809,9927,0,1.0,0.0
3810,9951,0,1.0,0.0
3811,9944,0,1.0,0.0
3812,9965,0,1.0,0.0
3813,9921,0,1.0,0.0
3814,9956,0,1.0,0.0
3815,9941,0,1.0,0.0
3816,9947,0,1.0,0.0
3817,9935,0,1.0,0.0
3818,9916,0,1.0,0.0
3819,9932,0,1.0,0.0
3820,9954,0,1.0,0.0
3821,9968,0,1.0,0.0
3822,9956,0,1.0,0.0
3823,9951,0,1.0,0.0
3824,9924,0,1.0,0.0
3825,9867,0,1.0,0.0
3826,9937,0,1.0,0.0
3827,9946,0,1.0,0.0
3828,9928,0,1.0,0.0
3829,9941,0,1.0,0.0
3830,9938,0,1.0,0.0
3831,9937,0,1.0,0.0
3832,9941,0,1.0,0.0
3833,9944,0,1.0,0.0
3834,9935,0,1.0,0.0
3835,9937,0,1.0,0.0
3836,9942,0,1.0,0.0
3837,9964,0,1.0,0.0
3838,9949,0,1.0,0.0
3839,9954,0,1.0,0.0
3840,9925,0,1.0,0.0
3841,9928,0,1.0,0.0
3842,9910,0,1.0,0.0
3843,9937,0,1.0,0.0
3844,9921,0,1.0,0.0
3845,9951,0,1.0,0.0
3846,9909,0,1.0,0.0
3847,9920,0,1.0,0.0
3848,9957,0,1.0,0.0
3849,9947,0,1.0,0.0
3850,9926,0,1.0,0.0
3851,9968,0,1.0,0.0
3852,9929,0,1.0,0.0
3853,9909,0,1.0,0.0
3854,9927,0,1.0,0.0
3855,9938,0,1.0,0.0
3856,9939,0,1.0,0.0
3857,9947,0,1.0,0.0
3858,9956,0,1.0,0.0
3859,9945,0,1.0,0.0
3860,9869,0,1.0,0.0
3861,9910,0,1.0,0.0
3862,9934,0,1.0,0.0
3863,9963,0,1.0,0.0
3864,9948,0,1.0,0.0
3865,9911,0,1.0,0.0
3866,9935,0,1.0,0.0
3867,9893,0,1.0,0.0
3868,9952,0,1.0,0.0
3869,9959,0,1.0,0.0
3870,9941,0,1.0,0.0
3871,9962,0,1.0,0.0
3872,9935,0,1.0,0.0
3873,9935,0,1.0,0.0
3874,9941,0,1.0,0.0
3875,9944,0,1.0,0.0
3876,9948,0,1.0,0.0
3877,9938,0,1.0,0.0
3878,9960,0,1.0,0.0
3879,9920,0,1.0,0.0
3880,9942,0,1.0,0.0
3881,9936,0,1.0,0.0
3882,9929,0,1.0,0.0
3883,9960,0,1.0,0.0
3884,9926,0,1.0,0.0
3885,9898,0,1.0,0.0
3886,9939,0,1.0,0.0
3887,9937,0,1.0,0.0
3888,9958,0,1.0,0.0
3889,9928,0,1.0,0.0
3890,9931,0,1.0,0.0
3891,9947,0,1.0,0.0
3892,9941,0,1.0,0.0
3893,9955,0,1.0,0.0
3894,9949,0,1.0,0.0
3895,9944,0,1.0,0.0
3896,9961,0,1.0,0.0
3897,9940,0,1.0,0.0
3898,9962,0,1.0,0.0
3899,9948,0,1.0,0.0
3900,9949,0,1.0,0.0
3901,9925,0,1.0,0.0
3902,9904,0,1.0,0.0
3903,9913,0,1.0,0.0
3904,9920,0,1.0,0.0
3905,9926,0,1.0,0.0
3906,9928,0,1.0,0.0
3907,9964,0,1.0,0.0
3908,9960,0,1.0,0.0
3909,9965,0,1.0,0.0
3910,9924,0,1.0,0.0
3911,9963,0,1.0,0.0
3912,9915,0,1.0,0.0
3913,9933,0,1.0,0.0
3914,9922,0,1.0,0.0
3915,9947,0,1.0,0.0
3916,9937,0,1.0,0.0
3917,9940,0,1.0,0.0
3918,9939,0,1.0,0.0
3919,9925,0,1.0,0.0
3920,9950,0,1.0,0.0
3921,9940,0,1.0,0.0
