batch_number,gets,puts,get_ratio,put_ratio
320,9941,0,1.0,0.0
321,9965,0,1.0,0.0
322,9940,0,1.0,0.0
323,9939,0,1.0,0.0
324,9910,0,1.0,0.0
325,9944,0,1.0,0.0
326,9924,0,1.0,0.0
327,9970,0,1.0,0.0
328,9933,0,1.0,0.0
329,9917,0,1.0,0.0
330,9874,0,1.0,0.0
331,9927,0,1.0,0.0
332,9924,0,1.0,0.0
333,9932,0,1.0,0.0
334,9941,0,1.0,0.0
335,9912,0,1.0,0.0
336,9916,0,1.0,0.0
337,9967,0,1.0,0.0
338,9934,0,1.0,0.0
339,9945,0,1.0,0.0
340,9865,0,1.0,0.0
341,9937,0,1.0,0.0
342,9944,0,1.0,0.0
343,9899,0,1.0,0.0
344,9931,0,1.0,0.0
345,9947,0,1.0,0.0
346,9940,0,1.0,0.0
347,9945,0,1.0,0.0
348,9938,0,1.0,0.0
349,9932,0,1.0,0.0
350,9933,0,1.0,0.0
351,9919,0,1.0,0.0
352,9947,0,1.0,0.0
353,9929,0,1.0,0.0
354,9942,0,1.0,0.0
355,9960,0,1.0,0.0
356,9948,0,1.0,0.0
357,9938,0,1.0,0.0
358,9881,0,1.0,0.0
359,9922,0,1.0,0.0
360,9947,0,1.0,0.0
361,9954,0,1.0,0.0
362,9948,0,1.0,0.0
363,9957,0,1.0,0.0
364,9896,0,1.0,0.0
365,9939,0,1.0,0.0
366,9932,0,1.0,0.0
367,9938,0,1.0,0.0
368,9941,0,1.0,0.0
369,9949,0,1.0,0.0
370,9954,0,1.0,0.0
371,9941,0,1.0,0.0
372,9956,0,1.0,0.0
373,9948,0,1.0,0.0
374,9916,0,1.0,0.0
375,9921,0,1.0,0.0
376,9934,0,1.0,0.0
377,9955,0,1.0,0.0
378,9963,0,1.0,0.0
379,9936,0,1.0,0.0
380,9949,0,1.0,0.0
381,9965,0,1.0,0.0
382,9938,0,1.0,0.0
383,9916,0,1.0,0.0
384,9926,0,1.0,0.0
385,9949,0,1.0,0.0
386,9931,0,1.0,0.0
387,9922,0,1.0,0.0
388,9908,0,1.0,0.0
389,9905,0,1.0,0.0
390,9918,0,1.0,0.0
391,9913,0,1.0,0.0
392,9932,0,1.0,0.0
393,9910,0,1.0,0.0
394,9895,0,1.0,0.0
395,9887,0,1.0,0.0
396,9925,0,1.0,0.0
397,9925,0,1.0,0.0
398,9941,0,1.0,0.0
399,9883,0,1.0,0.0
400,9928,0,1.0,0.0
401,9941,0,1.0,0.0
402,9925,0,1.0,0.0
403,9929,0,1.0,0.0
404,9904,0,1.0,0.0
405,9928,0,1.0,0.0
406,9944,0,1.0,0.0
407,9944,0,1.0,0.0
408,9942,0,1.0,0.0
409,9919,0,1.0,0.0
410,9934,0,1.0,0.0
411,9919,0,1.0,0.0
412,9932,0,1.0,0.0
413,9934,0,1.0,0.0
414,9922,0,1.0,0.0
415,9933,0,1.0,0.0
416,9916,0,1.0,0.0
417,9926,0,1.0,0.0
418,9952,0,1.0,0.0
